GEO_LON,GEO_LAT,INCIDENT_ADDRESS,SERIOUSLY_INJURED,FATALITIES,INCIDENT_ID
-105.09792639,39.6268797101,4900 BLOCK S FIELD WAY,0.0,0.0,2
-105.097348667,39.6341446892,8923 W STETSON PL,0.0,0.0,1
-105.09717445,39.624280023000004,8800 BLOCK W BELLEVIEW AVE,0.0,0.0,2
-105.097024515,39.6145224768,S ESTES ST / W CROSS DR,0.0,0.0,1
-105.097024515,39.6145224768,W CROSS DR / S ESTES ST,0.0,0.0,3
-105.097024515,39.6145224768,W CROSS DR / S WADSWORTH WAY,0.0,0.0,1
-105.09676942,39.6329951449,4600 S EVERETT ST,0.0,0.0,1
-105.096658484,39.6164512155,S ESTES ST / W BERRY AVE,0.0,0.0,1
-105.096349498,39.6294549395,W SARATOGA PL / S DUDLEY ST,0.0,0.0,1
-105.096258516,39.629224016900004,4800 BLOCK S DUDLEY ST,0.0,0.0,2
-105.09572208,39.6311329404,8705 W TANFORAN DR,0.0,0.0,3
-105.095663635,39.627099808800004,4899 S DUDLEY ST,0.0,0.0,3
-105.09562416200001,39.628406463800005,4896 S DUDLEY ST,0.0,0.0,1
-105.09558266299999,39.6251311067,8801 W BELLEVIEW AVE,0.0,0.0,3
-105.095525287,39.6320135221,4683 S DUDLEY ST,0.0,0.0,1
-105.095437533,39.6336878861,S DUDLEY ST / W STETSON PL,0.0,0.0,1
-105.095221114,39.6182554688,5415 S DOVER ST,0.0,0.0,1
-105.09491916299999,39.6176779006,5447 S DOVER ST,0.0,0.0,1
-105.09441321700001,39.6315319965,8501 W UNION AVE,0.0,0.0,1
-105.09440003899999,39.6165971793,S DOVER ST / W BERRY AVE,0.0,0.0,1
-105.094382061,39.6264749396,4899 S DUDLEY ST,0.0,0.0,1
-105.094312535,39.6249894593,5000 BLOCK S DUDLEY ST,0.0,0.0,1
-105.094212881,39.6145841766,8400 BLOCK W CROSS DR,0.0,0.0,1
-105.094160051,39.6145126144,8600 BLOCK W CROSS DR,0.0,0.0,1
-105.094159654,39.6145812473,8400 BLOCK W CROSS DR,0.0,0.0,1
-105.094153922,39.6174171945,5400 BLOCK S DOVER ST,0.0,0.0,1
-105.09408175200001,39.6182350648,W CRESTLINE AVE / S DOVER ST,0.0,0.0,3
-105.093963141,39.6270884531,S DUDLEY ST / S BALSAM WAY,0.0,0.0,4
-105.09394002,39.626789129,4900 BLOCK S DUDLEY ST,0.0,0.0,1
-105.093468946,39.6278252457,4800 BLOCK S BALSAM WAY,0.0,0.0,3
-105.093436016,39.6175657071,8500 W CRESTLINE AVE,0.0,0.0,8
-105.09341840000002,39.6334914867,8481 W UNION AVE,0.0,0.0,2
-105.09341788100001,39.625606818,8555 W BELLEVIEW AVE,0.0,0.0,13
-105.093177017,39.6175428475,8500 BLOCK W CRESTLINE AVE,0.0,0.0,2
-105.093177017,39.6175428475,8500 W CRESTLINE AVE,0.0,0.0,8
-105.093177017,39.6175428475,8500 W CRESTLINE AVE / PRIVATE PROPERTY,0.0,0.0,1
-105.093171344,39.6289443218,4875 S BALSAM WAY,0.0,0.0,2
-105.093005336,39.6336987034,8481 W UNION AVE,0.0,0.0,1
-105.09287351799999,39.6282624412,4800 S BALSAM WAY,0.0,0.0,1
-105.09250282200001,39.6242309665,8515 W BELLEVIEW AVE,0.0,0.0,1
-105.09249607299999,39.6149900386,8601 W CROSS DR,0.0,0.0,15
-105.09249252299999,39.6149900262,8601 W CROSS DR,0.0,0.0,15
-105.091927149,39.6176044008,5800 BLOCK S WADSWORTH BLVD,0.0,0.0,6
-105.091927149,39.6176044008,5800 S WADSWORTH BLVD,0.0,0.0,1
-105.091406165,39.614409724299996,W CROSS DR / S WADSWORTH BLVD,0.0,0.0,1
-105.091366402,39.6261295547,5077 S WADSWORTH WAY,0.0,0.0,2
-105.09129969600001,39.6144066085,5900 BLOCK S WADSWORTH BLVD,0.0,0.0,1
-105.09129969600001,39.6144066085,S WADSWORTH BLVD / W CROSS DR,0.0,0.0,28
-105.09129969600001,39.6144066085,S WADSWORTH BLVD / W LONG DR,0.0,0.0,3
-105.09129969600001,39.6144066085,W CROSS DR / S WADSWORTH BLVD,0.0,0.0,14
-105.09129969600001,39.6144066085,W LONG DR / S WADSWORTH BLVD,0.0,0.0,1
-105.09129104200001,39.625047620100005,5000 BLOCK S WADSWORTH WAY,0.0,0.0,2
-105.091244896,39.618335042,7500 BLOCK W CRESTLINE AVE,0.0,1.0,2
-105.091244896,39.618335042,S WADSWORTH BLVD / W CRESTLINE AVE,2.0,0.0,115
-105.091244896,39.618335042,W CRESTLINE AVE / S WADSWORTH BLVD,2.0,1.0,52
-105.091179115,39.6241494972,W BELLEVIEW AVE / S WADSWORTH BLVD,0.0,0.0,1
-105.09115416600001,39.614406102,S WADSWORTH BLVD / W CROSS DR,1.0,0.0,34
-105.09115416600001,39.614406102,S WADSWORTH BLVD / W LONG DR,0.0,0.0,4
-105.09115416600001,39.614406102,W CROSS DR / S WADSWORTH BLVD,2.0,0.0,14
-105.09115416600001,39.614406102,W LONG DR / S WADSWORTH BLVD,1.0,0.0,1
-105.091154086,39.6144198286,S WADSWORTH BLVD / W CROSS DR,0.0,0.0,5
-105.09105707100001,39.615841593,5600 S WADSWORTH BLVD,0.0,0.0,1
-105.091050502,39.6163604451,5400 BLOCK S WADSWORTH BLVD,0.0,0.0,12
-105.091050502,39.6163604451,5500 BLOCK S WADSWORTH BLVD,1.0,1.0,5
-105.091050502,39.6163604451,5600 BLOCK S WADSWORTH BLVD,0.0,0.0,1
-105.09105035799999,39.6163851529,5400 BLOCK S WADSWORTH BLVD,0.0,0.0,10
-105.091047338,39.6169040173,5500 S WADSWORTH BLVD,0.0,0.0,1
-105.09103758799999,39.6179691865,5400 S WADSWORTH BLVD,0.0,0.0,1
-105.09095267299999,39.6337739356,4601 S BALSAM WAY,0.0,0.0,4
-105.09088943200001,39.631220535,8300 BLOCK W UNION AVE,0.0,0.0,1
-105.090672337,39.6179047708,8100 BLOCK W CRESTLINE AVE,0.0,0.0,6
-105.090672337,39.6179047708,8100 W CRESTLINE AVE,0.0,0.0,17
-105.090610642,39.6144810793,8300 BLOCK W LONG DR,0.0,0.0,1
-105.090607374,39.629662935,4750 S BALSAM WAY,0.0,0.0,2
-105.09047189700001,39.627323417,5057 S WADSWORTH WAY,0.0,0.0,1
-105.090031009,39.6329114272,S BALSAM WAY / W TUFTS AVE,0.0,0.0,7
-105.090031009,39.6329114272,W TUFTS AVE / S BALSAM WAY,0.0,0.0,4
-105.089858928,39.6313706821,S BALSAM WAY / W LAYTON AVE,0.0,0.0,1
-105.089858928,39.6313706821,S BALSAM WAY / W UNION AVE,0.0,1.0,16
-105.089858928,39.6313706821,W LAYTON AVE / S BALSAM WAY,0.0,0.0,2
-105.089858928,39.6313706821,W UNION AVE / S BALSAM WAY,0.0,0.0,6
-105.089825589,39.6309999425,4700 BLOCK S BALSAM WAY,0.0,0.0,1
-105.08966583200001,39.6334290244,4590 S BALSAM WAY,0.0,0.0,1
-105.089600316,39.6282345803,4887 S WADSWORTH WAY,0.0,0.0,1
-105.089596766,39.6282345679,4887 S WADSWORTH WAY,0.0,0.0,1
-105.089424251,39.6328461652,W TUFTS AVE / S WADSWORTH BLVD,0.0,0.0,1
-105.08895334399999,39.6386893741,S BALSAM ST / W QUINCY AVE,0.0,0.0,1
-105.08895334399999,39.6386893741,W QUINCY AVE / S BALSAM ST,0.0,0.0,1
-105.088620623,39.634265447800004,4500 BLOCK S BALSAM WAY,0.0,0.0,3
-105.08861127,39.638287355799996,5077 S WADSWORTH BLVD,0.0,0.0,1
-105.08861127,39.638287355799996,8100 BLOCK W QUINCY AVE,0.0,0.0,2
-105.08861127,39.638287355799996,8100 W QUINCY AVE,0.0,0.0,1
-105.088504967,39.6182486053,8200 BLOCK W CRESTLINE AVE,0.0,0.0,1
-105.08836350600001,39.628458118000005,4800 BLOCK S WADSWORTH WAY,0.0,0.0,2
-105.088179734,39.629525418600004,4827 S WADSWORTH WAY,0.0,0.0,2
-105.08817971799999,39.6295281639,4827 S WADSWORTH WAY,0.0,0.0,4
-105.088159893,39.6310929482,8100 BLOCK W LAYTON AVE,0.0,0.0,1
-105.088082267,39.6364598439,4451 S AMMONS ST,0.0,0.0,1
-105.08784207,39.6338262079,4560 S BALSAM WAY,0.0,0.0,1
-105.087721671,39.6367962575,4451 S AMMONS ST,0.0,0.0,1
-105.087688974,39.629663710500004,4801 S WADSWORTH WAY,0.0,0.0,1
-105.08758540299999,39.629767670599996,4801 S WADSWORTH WAY,0.0,0.0,1
-105.08743156700001,39.6305715203,4797 S WADSWORTH WAY,0.0,0.0,2
-105.08736924899999,39.6357408051,S AMMONS ST / W STANFORD AVE,0.0,0.0,6
-105.08736924899999,39.6357408051,S BALSAM WAY / W STANFORD AVE,0.0,0.0,1
-105.08736924899999,39.6357408051,W STANFORD AVE / S AMMONS ST,0.0,0.0,3
-105.087348457,39.6386755127,S AMMONS ST / W QUINCY AVE,0.0,0.0,2
-105.087348457,39.6386755127,W QUINCY AVE / S AMMONS ST,1.0,0.0,4
-105.087348441,39.638678258,S AMMONS ST / W QUINCY AVE,0.0,0.0,5
-105.087348441,39.638678258,W QUINCY AVE / S AMMONS ST,0.0,0.0,4
-105.087296709,39.6372093137,4300 BLOCK S AMMONS ST,0.0,0.0,2
-105.087296709,39.6372093137,4400 BLOCK S AMMONS ST,0.0,0.0,3
-105.087293886,39.6328551733,7800 BLOCK W TUFTS AVE,0.0,0.0,1
-105.08726851600001,39.6383814794,4300 S AMMONS ST,0.0,0.0,1
-105.08722792100001,39.629579730799996,4800 S WADSWORTH WAY,0.0,0.0,1
-105.087158838,39.6310647266,4787 S WADSWORTH WAY,0.0,0.0,1
-105.087158838,39.6310647266,4787 S WADSWORTH WAY / W LAYTON AVE,0.0,0.0,1
-105.08715485,39.629930879899995,S WADSWORTH WAY / W LAYTON AVE,3.0,0.0,21
-105.08715485,39.629930879899995,W LAYTON AVE / S WADSWORTH WAY,0.0,0.0,5
-105.086877675,39.6275579152,4900 BLOCK S AMMONS ST,0.0,0.0,3
-105.086599639,39.6386069921,7900 W QUINCY AVE,1.0,0.0,1
-105.08623832399999,39.6354458205,8000 W STANFORD AVE,0.0,0.0,1
-105.08617035399999,39.6373398742,7900 BLOCK W QUINCY AVE,0.0,0.0,2
-105.08617035399999,39.6373398742,7900 W QUINCY AVE,0.0,0.0,34
-105.08617035399999,39.6373398742,7900 W QUINCY AVE  / PRIVATE PROPERTY,0.0,0.0,1
-105.08615552799999,39.6157503008,8000 BLOCK W CRESTLINE AVE,0.0,0.0,8
-105.08615552799999,39.6157503008,8000 W CRESTLINE AVE,0.0,0.0,6
-105.08613148299999,39.6355003513,8000 W STANFORD AVE,0.0,0.0,1
-105.086009873,39.6356509173,7900 BLOCK W STANFORD AVE,0.0,0.0,1
-105.085876633,39.6287403862,4800 BLOCK S AMMONS ST,0.0,0.0,1
-105.08552743899999,39.6175215954,7990 W CRESTLINE AVE,0.0,0.0,10
-105.08552743899999,39.6175215954,7990 W CRESTLINE AVE/ PRIVATE PROPERTY,0.0,0.0,1
-105.08510241299999,39.6365976083,7890 W QUINCY AVE,0.0,0.0,1
-105.084876386,39.6333874915,7887 W TUFTS AVE,0.0,0.0,1
-105.084875382,39.629351813,7900 W LAYTON AVE,0.0,0.0,1
-105.084804118,39.638405741199996,7870 W QUINCY AVE,0.0,0.0,2
-105.084800567,39.6384057287,7870 W QUINCY AVE,0.0,0.0,2
-105.084772082,39.632412521599996,S WADSWORTH WAY / W TUFTS AVE,0.0,0.0,3
-105.084772082,39.632412521599996,W TUFTS AVE / S WADSWORTH WAY,0.0,0.0,1
-105.08434961399999,39.632405537,4500 BLOCK S WADSWORTH WAY,0.0,0.0,1
-105.08434961399999,39.632405537,4700 BLOCK S WADSWORTH WAY,0.0,0.0,2
-105.084031555,39.6351525117,7800 BLOCK W STANFORD AVE,0.0,0.0,3
-105.084031555,39.6351525117,7800 W STANFORD AVE,0.0,0.0,1
-105.08393734200001,39.6306772482,7925 W LAYTON AVE,0.0,0.0,1
-105.08387691700001,39.637880844499996,7850 W QUINCY AVE,0.0,0.0,1
-105.083839036,39.6382815316,7800 BLOCK W QUINCY AVE,0.0,0.0,4
-105.083839036,39.6382815316,7800 W QUINCY AVE,0.0,0.0,3
-105.083475388,39.635534890900004,7600 BLOCK W STANFORD AVE,0.0,0.0,2
-105.083475388,39.635534890900004,7700 BLOCK W STANFORD AVE,0.0,0.0,2
-105.08312807899999,39.6372193057,7700M W QUINCY AVE,0.0,0.0,1
-105.083075505,39.6365053275,7700 BLOCK W QUINCY AVE,0.0,0.0,1
-105.083075505,39.6365053275,7700 BLOCK W QUINCY AVE/ PRIVATE DR,0.0,0.0,1
-105.083075505,39.6365053275,7700 W QUINCY AVE,0.0,0.0,35
-105.083075505,39.6365053275,7700 W QUINCY AVE/ PRIVATE PROPERTY,0.0,0.0,1
-105.08300951700001,39.638649213,7850 W QUINCY AVE,0.0,0.0,1
-105.08288806600001,39.6315959678,4801 S WADSWORTH BLVD,0.0,0.0,2
-105.082828256,39.6326993888,4801 S WADSWORTH BLVD,0.0,0.0,1
-105.082361893,39.6352975831,S WADSWORTH BLVD / W STANFORD AVE,0.0,0.0,1
-105.082361893,39.6352975831,S WADSWORTH WAY / S WADSWORTH BLVD,0.0,0.0,1
-105.082361893,39.6352975831,S WADSWORTH WAY / W STANFORD AVE,0.0,0.0,5
-105.082361893,39.6352975831,W STANFORD AVE / S WADSWORTH BLVD,0.0,0.0,2
-105.082361893,39.6352975831,W STANFORD AVE / S WADSWORTH WAY,0.0,0.0,2
-105.08234796100001,39.638237806,7600 BLOCK W QUINCY AVE,0.0,0.0,1
-105.082347309,39.6383476178,7600 W QUINCY AVE,0.0,0.0,1
-105.081978237,39.6299592461,4800 BLOCK S YUKON ST,0.0,0.0,1
-105.081977502,39.6300827846,7600 BLOCK W LAYTON AVE,0.0,0.0,1
-105.08194319,39.6316722247,4797 S WADSWORTH BLVD,0.0,0.0,2
-105.081820313,39.628456972399995,4887 S WADSWORTH BLVD,0.0,0.0,2
-105.08181658299999,39.6284871581,4800 BLOCK S WADSWORTH BLVD,0.0,0.0,3
-105.081798415,39.6351171308,S WADSWORTH BLVD / W STANFORD AVE,1.0,0.0,45
-105.081798415,39.6351171308,W STANFORD AVE / S WADSWORTH BLVD,0.0,0.0,7
-105.081795991,39.6295605204,4827 S WADSWORTH BLVD,0.0,1.0,3
-105.081696635,39.6301476735,S WADSWORTH BLVD / W LAYTON AVE,0.0,0.0,20
-105.081696635,39.6301476735,W LAYTON AVE / S WADSWORTH BLVD,0.0,0.0,4
-105.08164901200001,39.638740464099996,7600 BLOCK S WADSWORTH BLVD,0.0,0.0,1
-105.08164901200001,39.638740464099996,S ZEPHYR ST/ W STANFORD AVE,0.0,0.0,1
-105.08164901200001,39.638740464099996,W QUINCY AVE / S ZEPHYR ST,0.0,0.0,1
-105.081613465,39.6369586044,4300 BLOCK S WADSWORTH BLVD,0.0,0.0,5
-105.081613465,39.6369586044,4400 BLOCK S WADSWORTH BLVD,0.0,0.0,2
-105.08157585299999,39.6331396828,4700 BLOCK S WADSWORTH BLVD,0.0,0.0,6
-105.081568891,39.636096404899995,S WADSWORTH BLVD / PRIVATE RD,0.0,0.0,1
-105.081562388,39.633611836,4700 S WADSWORTH BLVD,0.0,0.0,2
-105.08154530799999,39.6340949577,4600 BLOCK S WADSWORTH BLVD,0.0,0.0,2
-105.08151972,39.634814149499995,4500 BLOCK S WADSWORTH BLVD,0.0,0.0,2
-105.081505476,39.638396784099996,4300 S WADSWORTH BLVD,0.0,0.0,1
-105.081461995,39.6677415407,S WADSWORTH BLVD / W YALE AVE,0.0,0.0,2
-105.08145731,39.6655480097,S WADSWORTH BLVD / W AMHERST AVE,0.0,0.0,1
-105.08145731,39.6655480097,S WADSWORTH BLVD/ W AMHERST AVE,0.0,0.0,1
-105.081385154,39.6627557551,W DARTMOUTH AVE,0.0,0.0,1
-105.08137811600001,39.663936221,2800 BLOCK S WADSWORTH BLVD,1.0,0.0,2
-105.081351975,39.670107617,S WADSWORTH BLVD / W VASSAR AVE,0.0,0.0,2
-105.081351975,39.670107617,W VASSAR AVE / S WADSWORTH BLVD,0.0,0.0,1
-105.08124269,39.6681800114,2690 S WADSWORTH BLVD,0.0,0.0,1
-105.080954049,39.6671412505,2720 S WADSWORTH BLVD,0.0,0.0,1
-105.08078491299999,39.663936852199996,2900 BLOCK S WADSWORTH BLVD,0.0,0.0,1
-105.08078491299999,39.663936852199996,2900 S WADSWORTH BLVD,0.0,0.0,2
-105.080750814,39.666078085100004,2780 S WADSWORTH BLVD / PRIVATE PROPERTY,1.0,0.0,1
-105.08073419600001,39.6664815886,2764 S WADSWORTH BLVD,0.0,0.0,1
-105.08071798200001,39.6674121958,2700 BLOCK S WADSWORTH BLVD,1.0,0.0,31
-105.08071798200001,39.6674121958,2700 S WADSWORTH BLVD,0.0,0.0,3
-105.080713905,39.665715570500005,2790 S WADSWORTH BLVD,0.0,0.0,7
-105.080713905,39.665715570500005,2790 S WADSWORTH BLVD  / PRIVATE PROPERTY,0.0,0.0,1
-105.080674027,39.6694188701,2600 BLOCK S WADSWORTH BLVD,0.0,1.0,9
-105.08065695200001,39.6169662161,7400 W GRANT RANCH BLVD,0.0,0.0,2
-105.08030949299999,39.6697854424,7500 BLOCK W VASSAR AVE,0.0,0.0,1
-105.08021596299999,39.6652278706,7520 W AMHERST AVE,0.0,0.0,1
-105.08015435700001,39.6695899705,2610 S WADSWORTH BLVD,0.0,0.0,1
-105.080077317,39.6652465926,7500 BLOCK W AMHERST AVE,0.0,0.0,4
-105.080077011,39.6676734588,7500 BLOCK W YALE AVE,0.0,0.0,5
-105.079950269,39.6680765686,7519 W YALE AVE,0.0,0.0,1
-105.079883251,39.6353463989,4760 S WADSWORTH BLVD,0.0,0.0,5
-105.079883235,39.6353491442,4760 S WADSWORTH BLVD,0.0,0.0,3
-105.07978600000001,39.6658467779,7555 W AMHERST AVE,0.0,0.0,1
-105.079731162,39.6672933681,7550 W YALE AVE,0.0,0.0,1
-105.079331974,39.662773132800005,S WEBSTER ST / W DARTMOUTH AVE,1.0,0.0,1
-105.079331974,39.662773132800005,W DARTMOUTH AVE / S WEBSTER ST,0.0,0.0,1
-105.07918895600001,39.6635220955,3025 S WEBSTER ST,0.0,0.0,1
-105.079171525,39.6634671266,3045 S WEBSTER ST,0.0,0.0,1
-105.078691189,39.6677453691,S WEBSTER ST / W YALE AVE,0.0,0.0,5
-105.078691189,39.6677453691,W YALE AVE / S WEBSTER ST,1.0,0.0,7
-105.078684058,39.6671578442,S WEBSTER ST / S VANCE WAY,0.0,0.0,1
-105.078602922,39.6652879867,S WEBSTER ST / W AMHERST AVE,0.0,0.0,1
-105.078602922,39.6652879867,W AMHERST AVE / S WEBSTER ST,0.0,0.0,3
-105.078600595,39.6674512947,2700 BLOCK S WEBSTER ST,0.0,0.0,1
-105.07845367600001,39.6623389696,S UPHAM ST / W DARTMOUTH AVE,0.0,0.0,1
-105.07842184,39.664683365500004,W BATES AVE / S WEBSTER ST,0.0,0.0,1
-105.07840568700001,39.665007256100004,2800 BLOCK S WEBSTER ST,0.0,0.0,1
-105.07832359700001,39.6680295647,7505 W YALE AVE,0.0,0.0,1
-105.07784092799999,39.662638756599996,3066 S UPHAM ST,0.0,0.0,1
-105.077401659,39.661852013899995,S TELLER ST / W DARTMOUTH AVE,0.0,0.0,1
-105.077190996,39.6643934305,S UPHAM ST / W BATES AVE,0.0,0.0,3
-105.07680573299999,39.6387341014,S PIERCE WAY / W QUINCY AVE,0.0,0.0,1
-105.076546563,39.6399054325,S PIERCE ST / W PRINCETON AVE,0.0,0.0,1
-105.076546563,39.6399054325,W PRINCETON AVE / S PIERCE ST,0.0,0.0,1
-105.07584824700001,39.668517562699996,7101 W YALE AVE,0.0,0.0,2
-105.07569481700001,39.6674545685,7200 BLOCK W YALE AVE,0.0,0.0,2
-105.07569479999998,39.6674573137,7200 BLOCK W YALE AVE,0.0,0.0,2
-105.07565748299999,39.6183840904,6900 W GRANT RANCH BLVD,0.0,0.0,1
-105.07565746600001,39.6183868357,6900 BLOCK W GRANT RANCH BLVD,0.0,0.0,1
-105.07565746600001,39.6183868357,6900 W GRANT RANCH BLVD,0.0,0.0,1
-105.075337086,39.6619955659,3091 S REED ST,0.0,0.0,1
-105.07500475100001,39.661739049,S REED ST / W DARTMOUTH AVE,0.0,0.0,1
-105.07500475100001,39.661739049,W DARTMOUTH AVE / S REED ST,0.0,0.0,2
-105.074932249,39.643205004,4100 BLOCK S PIERCE ST,0.0,0.0,1
-105.07462909200001,39.6674616981,7100 BLOCK W YALE AVE,0.0,0.0,2
-105.07462909200001,39.6674616981,7100 W YALE AVE,0.0,1.0,1
-105.07456872899999,39.6668712347,W LINVALE PL / S SAULSBURY ST,0.0,0.0,1
-105.073965435,39.6181857897,W GRANT RANCH BLVD / W PRENTICE AVE,0.0,0.0,1
-105.073744545,39.6674667298,7000 BLOCK W YALE AVE,0.0,0.0,1
-105.073614395,39.636254491500004,6900 W STETSON PL,0.0,0.0,1
-105.073518972,39.6677596614,W YALE AVE / S REED ST,1.0,0.0,3
-105.07334843,39.661334975500004,6800 BLOCK W DARTMOUTH AVE,1.0,0.0,1
-105.07334038399999,39.664997215300005,2800 BLOCK S REED ST,0.0,0.0,1
-105.07332181700001,39.6674679415,2700 BLOCK S REED ST,0.0,0.0,1
-105.07332181700001,39.6674679415,2700 S REED ST,0.0,0.0,1
-105.07259172,39.6619416897,6700 BLOCK W CORNELL AVE,0.0,0.0,1
-105.072586967,39.6633061013,2905 S PIERCE ST,0.0,0.0,1
-105.072433718,39.6674729505,6900 BLOCK W YALE AVE,0.0,0.0,1
-105.07235991,39.6661768882,2700 BLOCK S QUAY WAY,0.0,0.0,1
-105.072295644,39.6638980326,2865 S PIERCE ST,0.0,0.0,1
-105.07225708200001,39.6387423387,S PIERCE ST / W QUINCY AVE,0.0,0.0,2
-105.07225708200001,39.6387423387,W QUINCY AVE / S PIERCE ST,0.0,0.0,6
-105.072150298,39.6376191007,4300 BLOCK S PIERCE ST,0.0,0.0,1
-105.071836229,39.6407943286,4200 BLOCK S PIERCE ST,0.0,0.0,1
-105.071757602,39.6606785467,S NEWLAND ST / W DARTMOUTH AVE,1.0,0.0,1
-105.071715529,39.6646646122,S PIERCE ST / W AMHERST AVE,0.0,0.0,1
-105.07163465,39.6167881549,W DORADO DR / W GRANT RANCH BLVD,0.0,0.0,1
-105.07163465,39.6167881549,W GRANT RANCH BLVD / W DORADO DR,0.0,0.0,5
-105.071511907,39.667763343699995,W YALE AVE / S PIERCE ST,0.0,0.0,1
-105.06960024,39.6168575885,W GRANT RANCH BLVD / S NEWLAND WAY,0.0,0.0,1
-105.069586575,39.667182536700004,W LINVALE PL / S NEWLAND ST,0.0,0.0,1
-105.069573733,39.6594269338,6400 BLOCK W DARTMOUTH AVE,0.0,0.0,2
-105.069573733,39.6594269338,6400 W DARTMOUTH AVE,0.0,0.0,1
